url,title,author,date,content
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11467,[축] 클라우드사업팀 이샘 사원 NAVER Cloud Platform Certified Professional 합격 (12/31),최원용,,"클라우드사업팀 이샘 사원이 12/31(화) 네이버클라우드 자격 시험에 응시하여 합격하였습니다.

- NAVER Cloud Platform Certified Professional
 바쁜 업무에도 자격증 취득을 위하여 준비하시느라 고생 많으셨습니다.

이샘 사원에게 많은 축하 부탁드립니다.

합격을 진심으로 축하합니다!"
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11502,`25년 사내교육운영계획 공지,이승훈,,"안녕하세요, 교육사업팀입니다.

2024년 한 해도 수고 많으셨습니다.
새해 복 많이 받으시고, 올해 시행할 교육운영계획을 공지합니다.

2025년은, 직무 전반의 역량 강화를 위한 (오프라인)공개 강의가 다양하게 개설될 예정입니다.

계획된 내용들은, 사내 프로젝트 / 업무수행 등의 사유로 인해 조정될 수 있으나 최대한 시행되어 임직원 여러분들께 도움이 될 수 있도록 노력하겠습니다.

혹시 궁금하신 내용 있으시면 언제든지 연락 주시기 바랍니다.

감사합니다."
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11520,[신규과정 45개] SW아카데미 1월 과정 안내♥,김예은A,,"안녕하세요 교육사업팀 김예은입니다.
을사년 새해가 밝았습니다.
 2025년에도 SW아카데미를 통해 유익한 학습의 기회를 얻으실 수 있도록 준비하고 있으니,
많은 관심과 참여 부탁드립니다.
 새해에도 건강과 행복이 가득하시길 진심으로 기원합니다.
새해 복 많이 받으세요!
 상세한 과정 정보는 첨부 파일 참고 부탁드리며, 관련하여 궁금하신 사항은 교육사업팀으로 문의 부탁드립니다.
  문의처: 김예은 사원(yek2407@kyobo.com/ 02-708-6791)"
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11523,[1분기 공개강의] 역량 강화 목적 교육 신청 안내,이승훈,,"안녕하세요,
교육사업팀 이승훈입니다.
 2025년 1분기 역량강화 목적 공개강의(오프라인) 진행을 위한 수요조사를 시행합니다.
 총 8개 주제의 강의를 오픈합니다.
1. 아키텍쳐
2. 품질관리
3. 데이터베이스
4. 모바일서비스
5. Java Clean Code/Architecture의 이해와 성능개선
6. PM 역량강화
7. 리더십, 커뮤니케이션
8. 프레젠테이션(PT)교육
 본 강의들은 3월 중순에 오픈 될 예정이며,
 강의들의 세부 교육내용과 일정, 신청방법 등의 세부 내용들은 첨부된 파일을 확인하시기 바랍니다.
* 주의사항
교육비 기준,
50만원 교육은 팀장 → 본부장 → 부문장 결재
7만원 교육은 팀장 전결 결재
 신청기한은 2월 7일 금요일까지이며, 신청 인원 수가 적으면 폐강됩니다.
  마지막으로 신청 과정에서,
1. 강의에 포함되었으면 하는 내용
2. 일정과 관련된 내용
3. 기타 의견
 이 있으시면 교육사업팀으로 연락주시거나, 본 게시물의 댓글에 남겨주세요. 적극 반영해보도록 하겠습니다!
  독감 조심하시고, 교육 시기에 건강하고 행복한 모습으로 뵈었으면 좋겠습니다.
감사합니다."
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11661,[신규과정 39개] SW아카데미 2월 과정 안내♥,김예은A,,"안녕하세요 교육사업팀 김예은입니다.
25년도 2월 신규 과정으로 39개의 과정이 도입되었습니다.
 상시 과정으로는 정보처리기사 자격증, AI 관련(Chat GPT 등), 자기 계발을 위한 영어, 일번어, 중국어 등 어학 과정을 준비하였습니다. 
 특화 과정으로는 2025년에는 어떤 기술 트렌드가 주목받을지 예측하고, 10개의 키워드로 정리한 ‘ 프리미엄 클래스’, 다양한 업무 상황에서 MS Copilot을 활용하는 방법을 알려주는 ‘처음 시작하는 MS Copilot, 나만의 업무 파트너 만들기’ 과정이 새롭게 도입되었습니다.
 2월에도 SW 아카데미에서 업무 역량을 향상하시고, 개인적인 성장도 이루시길 바랍니다.
 상세한 과정 정보는 첨부 파일 참고 부탁드리며, 
관련하여 궁금하신 사항은 교육사업팀으로 문의 부탁드립니다.
  문의처: 김예은 사원(yek2407@kyobo.com/ 02-708-6791)"
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11723,[교육안내] AWS Innovate 온라인 컨퍼런스 공유,이은지,,"안녕하세요. 교육사업팀 이은지입니다.
AWS에서 진행하는 Innovate 온라인 컨퍼런스 정보를 공유 드립니다.
 '혁신을 위한 설계'라는 주제로 진행되는 AWS Innovate에 참여하시면
생성형 AI 및 데이터의 잠재력을 최대한 활용하기 위해 AWS가 제공하는 지원 사항에 대해 확인이 가능하다고 합니다.
 ■ 행사일정: 2025.3.6.(목)
■ 행사참여: (개인별) 컨퍼런스 등록 → 라이브 당일, 이벤트에 액세스하여 온라인으로 행사 참여
 ☞ 세부 내용 더 알아보기 URL (클릭)
☞ 등록하기 URL (클릭)"
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11782,[축합격] ITO사업팀 송용근 대리 PMP 취득 (03/07),홍승열,,"ITO사업팀 송용근 대리가 PMP(Project Management Professional) 자격증을 취득하였습니다.

송용근 대리는 교보생명 ITO프로젝트에서 성능 테스트 및 튜닝 업무를 수행하면서 자산실사, 
재해복구와 같은 다른 영역에도 업무범위를 넓혀 나가고 있습니다. 바쁜 업무에도 자격증 시험 
준비에 고생 많았습니다.

합격 축하드리고, 다른 분들도 많은 축하 부탁드립니다!!"
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11784,[신규과정 48개] SW아카데미 3월 과정 안내♥,김예은A,,"안녕하세요 교육사업팀 김예은입니다.
25년도 3월 신규 과정으로 48개의 과정이 도입되었습니다.
  다가오는 봄 날씨와 함께 학습자님들의 하루가 맑고 포근하길 바라며,
3월에도 SW아카데미와 함께 지식과 기술, 능력을 향상시키시는 시간 보내시길 바라겠습니다.
 상세한 과정 정보는 첨부 파일 참고 부탁드리며, 관련하여 궁금하신 사항은 교육사업팀으로 문의 부탁드립니다.
문의처: 김예은 사원(yek2407@kyobo.com/ 02-708-6791)"
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11844,[교육 후기] 2025 역량강화 아키텍쳐 오프라인 교육 후기,김예은A,,"안녕하세요! 교육사업팀 김예은 사원입니다.
지난 3월 11일과 12일 이틀간 2025 역량강화 ‘아키텍쳐’ 오프라인 교육이 진행되었습니다.
SK온 MI SW기술 Unit의 Sr.PM 나정호 강사를 섭외하여 강의를 진행하였습니다.
 2일 동안 진행 된 강의 목차는 다음과 같습니다.
1. 엔터프라이즈 네트워크 기본 이해
2. 네트워크 아키텍쳐 설계
3. 엔터프라이즈 서버 인프라 기본 이해
4. 서버 고가용성 및 재해복구 설계
5. 엔터프라이즈 아키텍처 패턴 구현
6. 서버 인프라 설계 실습
 자세한 내용은 SW 아카데미 학습결과 공유 게시판에 올려두었습니다.
아래의 방법을 참고하셔서 확인 부탁드립니다.

[SW아카데미 교육후기]


1) SW아카데미 접속 → [학습후기] → [학습결과공유] 클릭하기
2) 교육 후기 바로가기 링크: https://edu.kyobo-academy.com/web/resultShare/detail/1018?menuSeq=202&topMenuSeq=201&menuUrl=%2Fweb%2FresultShare%2Flist&id=1018
* 로그인 시: 아이디/비밀번호: 사번/사번

앞으로도 교육사업팀에서 진행되는 교육에 많은 관심과 참여 부탁드립니다.
감사합니다."
https://km.kyobodts.co.kr/bbs/bbs.do?method=get&coid=156&ctid=313&bbsId=B0000039&docNumber=11860,[교육 후기] 2025 역량강화 Java Clean Code / Architecture의 이해와 성능개선 오프라인 교육 후기,김예은A,,"안녕하세요! 교육사업팀 김예은 사원입니다.
 지난 3월 13일과 14일 이틀간 2025 역량강화 ‘Java Clean Code / Architecture의 이해와 성능개선’ 오프라인 교육이 진행되었습니다. ‘Java Clean Code / Architecture의 이해와 성능개선’은 국내 유일의 패턴 저자 손영수 강사를 섭외하여 진행하였는데요. 교육에 참여한 직원분들께서 패턴과 함께 긴 세월 동안 쌓아 오신 강사님의 내공을 쑥쑥 흡수하시는 좋은 시간이었기를 기대하며! 교육 후기를 여러분들께도 공유해 드립니다.
 2일 동안 진행 된 강의 커리큘럼은 다음과 같습니다.

[1일차 강의 커리큘럼]
- 소프트웨어 아키텍쳐 설계
- POSA
- 확장 가능한 서비스 아키텍쳐
 [2일차 강의 커리큘럼]
- 클라우드 마이그레이션을 고려한 실전 서버 부하 테스트 노하우
- 클라우드 환경에서 알아야 하는 성능 이야기. 그리고 유의사항
- Pattern'Oriented' Software'Architecture
- 거대한 데이터 스케치하기
 자세한 내용은 SW 아카데미 학습결과 공유 게시판에 올려두었습니다.
아래의 방법을 참고하셔서 확인 부탁드립니다.

[SW아카데미 교육후기]

 1) SW아카데미 접속 → [학습후기] → [학습결과공유] 클릭하기
2) 교육 후기 바로가기 링크: https://edu.kyobo-academy.com/web/resultShare/detail/1019?menuSeq=202&topMenuSeq=201&menuUrl=%2Fweb%2FresultShare%2Flist&id=1019
* 로그인 시: 아이디/비밀번호: 사번/사번

앞으로도 교육사업팀에서 진행되는 교육에 많은 관심과 참여 부탁드립니다.
감사합니다."
